statecode,countycode,v024_numerator,v024_rawvalue,v024_cilow,v024_cihigh,v024_denominator,v024_sourceflag,v024_flag_CT
18,069,943,0.121,0.07572340425531915,0.16627659574468084,,,
18,071,1497,0.129,0.08253191489361703,0.17546808510638298,,,
18,073,744,0.1,0.058297872340425536,0.14170212765957446,,,
18,075,1034,0.20600000000000002,0.14285106382978724,0.2691489361702128,,,
18,077,1032,0.16399999999999998,0.10561702127659575,0.2223829787234042,,,
18,079,996,0.161,0.10380851063829788,0.21819148936170213,,,
18,081,3278,0.083,0.053212765957446805,0.1127872340425532,,,
18,083,1307,0.172,0.11004255319148937,0.2339574468085106,,,
18,085,2016,0.11,0.07425531914893618,0.14574468085106382,,,
18,087,1335,0.105,0.06806382978723405,0.14193617021276594,,,
18,089,22621,0.2,0.16187234042553192,0.2381276595744681,,,
18,091,4978,0.21600000000000003,0.16357446808510637,0.2684255319148937,,,
18,093,1504,0.161,0.11453191489361703,0.20746808510638298,,,
18,095,4685,0.171,0.12214893617021277,0.21985106382978725,,,
18,097,48927,0.207,0.1760212765957447,0.23797872340425527,,,
18,099,1396,0.127,0.09006382978723404,0.16393617021276596,,,
18,101,347,0.163,0.11414893617021277,0.21185106382978725,,,
18,103,1376,0.192,0.13361702127659575,0.25038297872340426,,,
18,105,2908,0.135,0.09329787234042554,0.1767021276595745,,,
18,107,1262,0.146,0.09953191489361701,0.19246808510638297,,,
18,109,1869,0.11900000000000001,0.0808723404255319,0.15712765957446811,,,
18,111,373,0.129,0.07895744680851063,0.17904255319148937,,,
18,113,1221,0.109,0.06968085106382979,0.1483191489361702,,,
18,115,143,0.122,0.07672340425531915,0.16727659574468084,,,
18,117,777,0.17600000000000002,0.10927659574468085,0.2427234042553192,,,
18,119,742,0.17800000000000002,0.11723404255319149,0.23876595744680856,,,
18,121,720,0.19399999999999998,0.12727659574468086,0.2607234042553191,,,
18,123,628,0.163,0.1105744680851064,0.2154255319148936,,,
18,125,368,0.141,0.09214893617021278,0.1898510638297872,,,
18,127,3850,0.106,0.08097872340425533,0.13102127659574467,,,
18,129,610,0.11599999999999999,0.0766808510638298,0.1553191489361702,,,
18,131,386,0.145,0.08780851063829787,0.20219148936170211,,,
18,133,912,0.127,0.08172340425531915,0.17227659574468085,,,
18,135,1003,0.18600000000000003,0.12523404255319148,0.24676595744680857,,,
18,137,890,0.13,0.0871063829787234,0.1728936170212766,,,
18,139,500,0.136,0.08595744680851064,0.18604255319148938,,,
18,141,11402,0.184,0.14348936170212767,0.22451063829787232,,,
18,143,1065,0.195,0.12708510638297874,0.26291489361702125,,,
18,145,1261,0.129,0.08729787234042553,0.1707021276595745,,,
18,147,428,0.102,0.06387234042553193,0.14012765957446804,,,
18,149,931,0.184,0.12442553191489364,0.24357446808510635,,,
18,151,861,0.13,0.08353191489361703,0.17646808510638298,,,
18,153,711,0.18899999999999997,0.13538297872340427,0.24261702127659568,,,
18,155,497,0.214,0.1353617021276596,0.2926382978723404,,,
18,157,4756,0.127,0.08887234042553191,0.1651276595744681,,,
18,159,377,0.124,0.0894468085106383,0.1585531914893617,,,
18,161,228,0.159,0.10180851063829788,0.21619148936170213,,,
18,163,6592,0.174,0.12514893617021278,0.2228510638297872,,,
18,165,533,0.16399999999999998,0.10680851063829787,0.22119148936170208,,,
18,167,4477,0.21100000000000002,0.14904255319148935,0.2729574468085107,,,
18,169,836,0.136,0.0883404255319149,0.18365957446808512,,,
18,171,222,0.122,0.08148936170212767,0.16251063829787232,,,
18,173,1308,0.08900000000000001,0.061595744680851064,0.11640425531914896,,,
18,175,1113,0.18100000000000002,0.1166595744680851,0.24534042553191493,,,
18,177,3333,0.22899999999999998,0.1646595744680851,0.29334042553191486,,,
18,179,736,0.107,0.06887234042553192,0.14512765957446808,,,
18,181,861,0.149,0.10253191489361702,0.19546808510638297,,,
18,183,792,0.10300000000000001,0.07202127659574467,0.13397872340425535,,,
19,000,93466,0.13,0.12046808510638297,0.13953191489361705,,,
19,001,220,0.133,0.08414893617021277,0.18185106382978725,,,
19,003,116,0.153,0.09580851063829787,0.21019148936170212,,,
19,005,575,0.17,0.11042553191489361,0.2295744680851064,,,
19,007,560,0.214,0.1413191489361702,0.2866808510638298,,,
19,009,162,0.13699999999999998,0.08576595744680851,0.18823404255319146,,,
19,011,527,0.091,0.05763829787234043,0.12436170212765957,,,
19,013,4248,0.151,0.10691489361702128,0.1950851063829787,,,
19,015,496,0.095,0.06163829787234043,0.12836170212765957,,,
19,017,366,0.066,0.04217021276595745,0.08982978723404256,,,
19,019,638,0.124,0.0763404255319149,0.1716595744680851,,,
19,021,878,0.166,0.12310638297872341,0.20889361702127662,,,
19,023,284,0.09300000000000001,0.0584468085106383,0.12755319148936173,,,
19,025,303,0.14400000000000002,0.09038297872340426,0.19761702127659578,,,
19,027,422,0.086,0.05382978723404256,0.11817021276595743,,,
19,029,545,0.184,0.1268085106382979,0.2411914893617021,,,
19,031,352,0.09300000000000001,0.06082978723404255,0.12517021276595747,,,
19,033,1142,0.131,0.08214893617021277,0.17985106382978724,,,
19,035,335,0.129,0.08134042553191491,0.1766595744680851,,,
19,037,237,0.09,0.056638297872340426,0.12336170212765957,,,
19,039,371,0.153,0.09580851063829787,0.21019148936170212,,,
19,041,545,0.149,0.10253191489361702,0.19546808510638297,,,
19,043,459,0.128,0.08272340425531916,0.17327659574468085,,,
19,045,1846,0.18,0.12280851063829788,0.2371914893617021,,,
19,047,525,0.136,0.089531914893617,0.18246808510638302,,,
19,049,1564,0.054000000000000006,0.03851063829787234,0.06948936170212767,,,
19,051,419,0.156,0.09880851063829789,0.21319148936170212,,,
19,053,451,0.257,0.17359574468085107,0.340404255319149,,,
19,055,387,0.09699999999999999,0.058872340425531924,0.13512765957446804,,,
19,057,1734,0.209,0.1446595744680851,0.27334042553191484,,,
19,059,296,0.087,0.057212765957446815,0.11678723404255317,,,
19,061,2208,0.102,0.06506382978723405,0.13893617021276594,,,
19,063,258,0.14800000000000002,0.09319148936170213,0.2028085106382979,,,
19,065,688,0.171,0.11738297872340425,0.22461702127659577,,,
19,067,573,0.165,0.11138297872340425,0.21861702127659577,,,
19,069,373,0.156,0.10119148936170214,0.21080851063829786,,,
19,071,204,0.149,0.09419148936170214,0.20380851063829786,,,
19,073,293,0.155,0.09780851063829787,0.21219148936170212,,,
19,075,185,0.064,0.04136170212765958,0.08663829787234043,,,
19,077,283,0.127,0.08887234042553191,0.1651276595744681,,,
19,079,386,0.114,0.06991489361702127,0.15808510638297874,,,
19,081,241,0.107,0.07006382978723405,0.14393617021276595,,,
19,083,408,0.139,0.08538297872340425,0.19261702127659577,,,
19,085,427,0.126,0.0866808510638298,0.1653191489361702,,,
19,087,643,0.159,0.1065744680851064,0.2114255319148936,,,
19,089,284,0.12300000000000001,0.07891489361702127,0.16708510638297874,,,
19,091,262,0.11900000000000001,0.07610638297872341,0.1618936170212766,,,
19,093,214,0.129,0.07895744680851063,0.17904255319148937,,,
19,095,305,0.08199999999999999,0.05578723404255319,0.10821276595744679,,,
19,097,543,0.13,0.0787659574468085,0.1812340425531915,,,
19,099,971,0.11800000000000001,0.0798723404255319,0.15612765957446811,,,
19,101,466,0.18600000000000003,0.1168936170212766,0.25510638297872346,,,
19,103,3131,0.105,0.07163829787234043,0.13836170212765958,,,
19,105,490,0.11900000000000001,0.07848936170212767,0.15951063829787235,,,
19,107,324,0.149,0.08942553191489364,0.20857446808510635,,,
19,109,386,0.12300000000000001,0.07891489361702127,0.16708510638297874,,,
19,111,1260,0.185,0.12304255319148938,0.24695744680851062,,,
19,113,5763,0.115,0.0840212765957447,0.14597872340425533,,,
19,115,286,0.131,0.08214893617021277,0.17985106382978724,,,
19,117,429,0.21100000000000002,0.13236170212765958,0.28963829787234047,,,
19,119,295,0.087,0.05840425531914894,0.11559574468085104,,,
19,121,275,0.067,0.03959574468085107,0.09440425531914894,,,
19,123,726,0.14300000000000002,0.09891489361702127,0.18708510638297876,,,
19,125,635,0.08199999999999999,0.04982978723404256,0.11417021276595743,,,
19,127,1564,0.157,0.10934042553191489,0.2046595744680851,,,
19,129,327,0.10099999999999999,0.06287234042553193,0.13912765957446804,,,
19,131,322,0.13,0.08114893617021278,0.17885106382978722,,,
19,133,317,0.17,0.10804255319148937,0.23195744680851066,,,
19,135,240,0.142,0.08838297872340425,0.19561702127659572,,,
19,137,396,0.17800000000000002,0.11842553191489362,0.2375744680851064,,,
19,139,1367,0.14,0.09472340425531914,0.1852765957446809,,,
19,141,354,0.105,0.06806382978723405,0.14193617021276594,,,
19,143,210,0.16,0.11472340425531916,0.20527659574468085,,,
19,145,438,0.16899999999999998,0.10465957446808512,0.23334042553191486,,,
19,147,268,0.134,0.09468085106382979,0.17331914893617023,,,
19,149,680,0.109,0.07802127659574469,0.13997872340425532,,,
19,151,246,0.155,0.09780851063829787,0.21219148936170212,,,
19,153,18250,0.153,0.13036170212765957,0.17563829787234042,,,
19,155,3192,0.154,0.10753191489361702,0.20046808510638298,,,
19,157,387,0.11,0.07068085106382979,0.1493191489361702,,,
19,159,213,0.204,0.12774468085106386,0.2802553191489361,,,
19,161,295,0.13699999999999998,0.08934042553191489,0.18465957446808506,,,
19,163,5056,0.129,0.08848936170212766,0.16951063829787233,,,
19,165,266,0.10099999999999999,0.0616808510638298,0.1403191489361702,,,
19,167,627,0.064,0.03897872340425532,0.08902127659574469,,,
19,169,1467,0.092,0.06102127659574469,0.12297872340425531,,,
19,171,636,0.161,0.11095744680851065,0.21104255319148935,,,
19,173,206,0.14800000000000002,0.10153191489361701,0.19446808510638303,,,
19,175,452,0.177,0.11385106382978724,0.24014893617021274,,,
19,177,383,0.223,0.14436170212765959,0.3016382978723404,,,
19,179,1355,0.16899999999999998,0.10585106382978723,0.23214893617021273,,,
19,181,760,0.057,0.033170212765957455,0.08082978723404255,,,
19,183,706,0.129,0.08610638297872342,0.1718936170212766,,,
19,185,372,0.221,0.1387872340425532,0.30321276595744684,,,
19,187,1315,0.172,0.11838297872340425,0.22561702127659572,,,
19,189,331,0.146,0.0983404255319149,0.19365957446808507,,,
19,191,277,0.076,0.046212765957446805,0.10578723404255319,,,
19,193,4271,0.161,0.11095744680851065,0.21104255319148935,,,
19,195,192,0.126,0.07834042553191489,0.1736595744680851,,,
19,197,514,0.157,0.1045744680851064,0.2094255319148936,,,
20,000,89475,0.131,0.12146808510638299,0.14053191489361702,,,
20,001,586,0.215,0.13636170212765958,0.2936382978723404,,,
20,003,311,0.158,0.09604255319148935,0.21995744680851065,,,
20,005,533,0.155,0.09542553191489361,0.21457446808510638,,,
20,007,149,0.163,0.09865957446808511,0.2273404255319149,,,
20,009,1123,0.19,0.13042553191489364,0.24957446808510636,,,
20,011,814,0.22,0.13540425531914893,0.30459574468085104,,,
20,013,306,0.134,0.07919148936170214,0.18880851063829787,,,
20,015,1722,0.10400000000000001,0.06825531914893618,0.13974468085106384,,,
20,017,82,0.159,0.10061702127659575,0.21738297872340426,,,
20,019,177,0.248,0.1526808510638298,0.3433191489361702,,,
20,021,849,0.19899999999999998,0.12393617021276597,0.274063829787234,,,
20,023,105,0.17600000000000002,0.11404255319148936,0.23795744680851066,,,
20,025,72,0.174,0.10608510638297872,0.24191489361702126,,,
20,027,265,0.146,0.09357446808510639,0.1984255319148936,,,
20,029,304,0.14800000000000002,0.08961702127659575,0.20638297872340428,,,
20,031,185,0.10800000000000001,0.06510638297872341,0.15089361702127663,,,
20,033,64,0.171,0.10904255319148937,0.23295744680851066,,,
20,035,1601,0.203,0.1327021276595745,0.2732978723404255,,,
20,037,1616,0.191,0.1314255319148936,0.2505744680851064,,,
20,039,124,0.218,0.14055319148936168,0.2954468085106383,,,
20,041,528,0.126,0.07953191489361702,0.17246808510638298,,,
20,043,236,0.152,0.0995744680851064,0.2044255319148936,,,
20,045,2011,0.09699999999999999,0.06125531914893618,0.1327446808510638,,,
20,047,99,0.163,0.10461702127659575,0.22138297872340426,,,
20,049,133,0.237,0.15121276595744682,0.32278723404255316,,,
20,051,652,0.115,0.07448936170212767,0.15551063829787234,,,
20,053,155,0.14,0.0887659574468085,0.19123404255319154,,,
20,055,1656,0.151,0.09976595744680852,0.20223404255319147,,,
20,057,1403,0.14,0.09472340425531914,0.1852765957446809,,,
20,059,749,0.129,0.08372340425531916,0.17427659574468085,,,
20,061,1626,0.146,0.0983404255319149,0.19365957446808507,,,
20,063,90,0.13,0.0787659574468085,0.1812340425531915,,,
20,065,75,0.156,0.09761702127659574,0.21438297872340425,,,
20,067,337,0.157,0.09742553191489361,0.2165744680851064,,,
20,069,194,0.11800000000000001,0.08225531914893619,0.15374468085106383,,,
20,071,46,0.145,0.09019148936170214,0.19980851063829785,,,
20,073,259,0.209,0.12917021276595744,0.2888297872340425,,,
20,075,105,0.15,0.09280851063829787,0.20719148936170212,,,
20,077,271,0.195,0.12470212765957449,0.2652978723404255,,,
20,079,813,0.106,0.06429787234042553,0.14770212765957447,,,
20,081,153,0.16,0.09923404255319149,0.22076595744680852,,,
20,083,47,0.12300000000000001,0.07534042553191489,0.17065957446808513,,,
20,085,400,0.121,0.07691489361702128,0.1650851063829787,,,
20,087,359,0.094,0.057063829787234045,0.13093617021276596,,,
20,089,103,0.17300000000000001,0.10270212765957447,0.24329787234042555,,,
20,091,6957,0.049,0.035893617021276594,0.06210638297872341,,,
20,093,163,0.146,0.08880851063829788,0.20319148936170212,,,
20,095,247,0.152,0.09480851063829789,0.20919148936170212,,,
20,097,75,0.133,0.08176595744680851,0.1842340425531915,,,
20,099,962,0.207,0.12955319148936167,0.2844468085106383,,,
20,101,51,0.141,0.08619148936170214,0.19580851063829785,,,
20,103,1751,0.09,0.056638297872340426,0.12336170212765957,,,
20,105,97,0.155,0.09542553191489361,0.21457446808510638,,,
20,107,353,0.166,0.10046808510638298,0.23153191489361702,,,
20,109,97,0.146,0.09119148936170214,0.20080851063829785,,,
20,111,1057,0.149,0.09776595744680851,0.2002340425531915,,,
20,113,549,0.085,0.05044680851063829,0.11955319148936172,,,
20,115,298,0.12300000000000001,0.07772340425531915,0.16827659574468087,,,
20,117,262,0.11199999999999999,0.0691063829787234,0.15489361702127658,,,
20,119,136,0.133,0.07938297872340427,0.18661702127659574,,,
20,121,656,0.08199999999999999,0.05221276595744681,0.11178723404255317,,,
20,123,187,0.136,0.08357446808510638,0.18842553191489364,,,
20,125,1397,0.198,0.1241276595744681,0.27187234042553193,,,
20,127,193,0.179,0.12419148936170214,0.23380851063829783,,,
20,129,119,0.192,0.11693617021276596,0.26706382978723403,,,
20,131,228,0.086,0.05263829787234042,0.11936170212765956,,,
20,133,708,0.195,0.1211276595744681,0.26887234042553193,,,
20,135,76,0.131,0.07976595744680852,0.18223404255319148,,,
20,137,176,0.175,0.10708510638297873,0.24291489361702123,,,
20,139,478,0.134,0.08872340425531916,0.17927659574468086,,,
20,141,121,0.153,0.09461702127659576,0.21138297872340422,,,
20,143,152,0.113,0.07129787234042553,0.15470212765957447,,,
20,145,147,0.15,0.0892340425531915,0.21076595744680848,,,
20,147,144,0.138,0.08319148936170212,0.1928085106382979,,,
20,149,627,0.084,0.05421276595744681,0.1137872340425532,,,
20,151,275,0.129,0.07895744680851063,0.17904255319148937,,,
20,153,70,0.126,0.07595744680851065,0.17604255319148937,,,
20,155,1905,0.145,0.08900000000000001,0.20099999999999996,,,
20,157,167,0.161,0.1133404255319149,0.2086595744680851,,,
20,159,325,0.15,0.09042553191489364,0.20957446808510635,,,
20,161,1461,0.129,0.08134042553191491,0.1766595744680851,,,
20,163,146,0.141,0.08738297872340425,0.19461702127659572,,,
20,165,92,0.16399999999999998,0.10085106382978724,0.2271489361702127,,,
20,167,261,0.18,0.10970212765957447,0.2502978723404255,,,
20,169,1620,0.139,0.09014893617021277,0.18785106382978725,,,
20,171,112,0.08900000000000001,0.05682978723404255,0.12117021276595746,,,
20,173,22309,0.175,0.14759574468085107,0.2024042553191489,,,
20,175,1198,0.183,0.127,0.239,,,
20,177,5317,0.134,0.08872340425531916,0.17927659574468086,,,
20,179,69,0.115,0.0721063829787234,0.1578936170212766,,,
20,181,253,0.182,0.11765957446808512,0.24634042553191488,,,
20,183,110,0.155,0.09900000000000002,0.21099999999999997,,,
20,185,154,0.165,0.10900000000000001,0.221,,,
20,187,71,0.141,0.08619148936170214,0.19580851063829785,,,
20,189,212,0.147,0.09338297872340426,0.20061702127659573,,,
20,191,711,0.135,0.08257446808510638,0.18742553191489364,,,
20,193,164,0.087,0.054829787234042554,0.11917021276595743,,,
20,195,64,0.124,0.07753191489361702,0.17046808510638298,,,
20,197,164,0.102,0.06387234042553193,0.14012765957446804,,,
20,199,93,0.222,0.1362127659574468,0.3077872340425532,,,
20,201,163,0.121,0.08406382978723403,0.15793617021276596,,,
20,203,72,0.124,0.0763404255319149,0.1716595744680851,,,
20,205,359,0.183,0.1138936170212766,0.2521063829787234,,,
20,207,118,0.193,0.1191276595744681,0.26687234042553193,,,
20,209,9486,0.21600000000000003,0.16238297872340426,0.26961702127659576,,,
21,000,201537,0.20199999999999999,0.19127659574468087,0.2127234042553191,,,
21,001,1025,0.278,0.1719574468085106,0.38404255319148944,,,
21,003,1058,0.215,0.1423191489361702,0.2876808510638298,,,
21,005,680,0.122,0.07434042553191489,0.1696595744680851,,,
21,007,332,0.22399999999999998,0.1513191489361702,0.29668085106382974,,,
21,009,2346,0.226,0.1533191489361702,0.2986808510638298,,,
21,011,859,0.266,0.16234042553191488,0.3696595744680852,,,
21,013,1947,0.384,0.2493617021276596,0.5186382978723404,,,
21,015,2963,0.085,0.05640425531914893,0.11359574468085108,,,
21,017,826,0.184,0.11131914893617023,0.25668085106382976,,,
21,019,2272,0.23,0.15136170212765954,0.3086382978723405,,,
21,021,1127,0.182,0.11646808510638298,0.247531914893617,,,
21,023,376,0.195,0.12351063829787236,0.26648936170212767,,,
21,025,995,0.373,0.251468085106383,0.494531914893617,,,
21,027,1024,0.221,0.14236170212765958,0.2996382978723404,,,
21,029,1850,0.106,0.06787234042553193,0.14412765957446805,,,
21,031,536,0.192,0.11574468085106383,0.2682553191489362,,,
21,033,609,0.21600000000000003,0.13259574468085106,0.299404255319149,,,
21,035,1355,0.195,0.1354255319148936,0.2545744680851064,,,
21,037,2235,0.11900000000000001,0.08206382978723406,0.15593617021276596,,,
21,039,202,0.185,0.1111276595744681,0.25887234042553187,,,
21,041,651,0.225,0.14159574468085107,0.30840425531914895,,,
21,043,1401,0.244,0.1546382978723404,0.3333617021276596,,,
21,045,989,0.276,0.17114893617021276,0.3808510638297873,,,
21,047,4656,0.23199999999999998,0.16885106382978723,0.29514893617021276,,,
21,049,1332,0.163,0.097468085106383,0.22853191489361702,,,
21,051,2132,0.536,0.4168510638297872,0.6551489361702129,,,
21,053,627,0.33299999999999996,0.21146808510638299,0.45453191489361694,,,
21,055,522,0.266,0.1671063829787234,0.36489361702127665,,,
21,057,425,0.32,0.19727659574468087,0.44272340425531914,,,
21,059,5175,0.21100000000000002,0.16691489361702128,0.25508510638297877,,,
21,061,477,0.218,0.13817021276595745,0.2978297872340425,,,
21,063,339,0.284,0.17795744680851067,0.3900425531914893,,,
21,065,758,0.262,0.1666808510638298,0.35731914893617023,,,
21,067,11912,0.182,0.14625531914893616,0.21774468085106383,,,
21,069,798,0.21899999999999997,0.1332127659574468,0.30478723404255315,,,
21,071,2328,0.306,0.20234042553191486,0.4096595744680851,,,
21,073,1613,0.153,0.09580851063829787,0.21019148936170212,,,
21,075,480,0.35200000000000004,0.21736170212765957,0.4866382978723405,,,
21,077,366,0.182,0.11527659574468085,0.24872340425531914,,,
21,079,940,0.242,0.17646808510638298,0.307531914893617,,,
21,081,1177,0.179,0.1182340425531915,0.23976595744680848,,,
21,083,2065,0.239,0.17108510638297872,0.3069148936170213,,,
21,085,1453,0.23800000000000002,0.1617446808510638,0.31425531914893623,,,
21,087,551,0.23399999999999999,0.14463829787234045,0.3233617021276595,,,
21,089,1245,0.172,0.10885106382978725,0.2351489361702127,,,
21,091,277,0.136,0.08119148936170212,0.1908085106382979,,,
21,093,4798,0.17600000000000002,0.1366808510638298,0.21531914893617024,,,
21,095,2088,0.35100000000000003,0.23542553191489363,0.46657446808510644,,,
21,097,733,0.168,0.10246808510638299,0.23353191489361702,,,
21,099,1026,0.22,0.13659574468085106,0.30340425531914894,,,
21,101,1677,0.17300000000000001,0.11342553191489363,0.2325744680851064,,,
21,103,684,0.188,0.12604255319148938,0.24995744680851062,,,
21,105,231,0.272,0.1683404255319149,0.3756595744680852,,,
21,107,1958,0.193,0.1238936170212766,0.2621063829787234,,,
21,109,849,0.284,0.16842553191489362,0.3995744680851063,,,
21,111,36206,0.21600000000000003,0.18740425531914895,0.2445957446808511,,,
21,113,1739,0.13699999999999998,0.08219148936170213,0.19180851063829785,,,
21,115,1363,0.28300000000000003,0.18529787234042555,0.3807021276595745,,,
21,117,5335,0.138,0.10106382978723405,0.17493617021276597,,,
21,119,841,0.316,0.19089361702127663,0.4411063829787234,,,
21,121,2941,0.433,0.33291489361702126,0.5330851063829787,,,
21,123,738,0.21899999999999997,0.1522765957446809,0.28572340425531906,,,
21,125,3882,0.27699999999999997,0.2031276595744681,0.35087234042553184,,,
21,127,937,0.249,0.15129787234042552,0.3467021276595745,,,
21,129,463,0.365,0.22321276595744685,0.5067872340425531,,,
21,131,633,0.306,0.18804255319148935,0.42395744680851066,,,
21,133,1251,0.289,0.17938297872340425,0.3986170212765957,,,
21,135,854,0.294,0.18557446808510641,0.40242553191489355,,,
21,137,1364,0.22899999999999998,0.14559574468085107,0.3124042553191489,,,
21,139,405,0.22699999999999998,0.15551063829787232,0.29848936170212764,,,
21,141,1177,0.175,0.10708510638297873,0.24291489361702123,,,
21,143,225,0.179,0.11346808510638298,0.244531914893617,,,
21,145,3027,0.212,0.14885106382978724,0.27514893617021274,,,
21,147,1500,0.41700000000000004,0.28831914893617017,0.5456808510638299,,,
21,149,360,0.174,0.10489361702127659,0.2431063829787234,,,
21,151,3329,0.165,0.11614893617021277,0.21385106382978725,,,
21,153,872,0.348,0.22051063829787237,0.4754893617021276,,,
21,155,803,0.17300000000000001,0.10270212765957447,0.24329787234042555,,,
21,157,1067,0.17300000000000001,0.11819148936170212,0.2278085106382979,,,
21,159,1100,0.532,0.4116595744680851,0.652340425531915,,,
21,161,801,0.209,0.1220212765957447,0.2959787234042553,,,
21,163,892,0.139,0.09372340425531914,0.1842765957446809,,,
21,165,408,0.359,0.2422340425531915,0.4757659574468085,,,
21,167,868,0.17600000000000002,0.11404255319148936,0.23795744680851066,,,
21,169,875,0.366,0.2611489361702128,0.4708510638297872,,,
21,171,779,0.29600000000000004,0.19591489361702125,0.39608510638297884,,,
21,173,1198,0.185,0.1158936170212766,0.2541063829787234,,,
21,175,700,0.27399999999999997,0.16795744680851066,0.3800425531914893,,,
21,177,1587,0.254,0.17059574468085106,0.33740425531914897,,,
21,179,1728,0.162,0.11553191489361703,0.20846808510638298,,,
21,181,468,0.254,0.15748936170212768,0.3505106382978723,,,
21,183,1077,0.198,0.1253191489361702,0.27068085106382983,,,
21,185,842,0.05,0.03451063829787235,0.06548936170212766,,,
21,187,435,0.18899999999999997,0.12346808510638299,0.25453191489361693,,,
21,189,378,0.42,0.25914893617021273,0.5808510638297872,,,
21,191,586,0.175,0.10470212765957447,0.2452978723404255,,,
21,193,2273,0.37,0.27825531914893614,0.46174468085106385,,,
21,195,3104,0.27699999999999997,0.19717021276595745,0.35682978723404246,,,
21,197,855,0.284,0.18034042553191487,0.3876595744680851,,,
21,199,3152,0.22399999999999998,0.15370212765957447,0.2942978723404255,,,
21,201,144,0.28300000000000003,0.18887234042553191,0.37712765957446814,,,
21,203,869,0.26,0.1646808510638298,0.3553191489361702,,,
21,205,1100,0.23199999999999998,0.1509787234042553,0.31302127659574464,,,
21,207,1032,0.251,0.1604468085106383,0.3415531914893617,,,
21,209,1801,0.126,0.09263829787234043,0.15936170212765957,,,
21,211,1443,0.135,0.09448936170212766,0.17551063829787236,,,
21,213,828,0.18,0.11446808510638298,0.245531914893617,,,
21,215,358,0.079,0.04802127659574468,0.10997872340425532,,,
21,217,1357,0.228,0.1505531914893617,0.3054468085106383,,,
21,219,753,0.22699999999999998,0.15074468085106385,0.3032553191489361,,,
21,221,605,0.19899999999999998,0.12274468085106385,0.2752553191489361,,,
21,223,312,0.168,0.10723404255319148,0.22876595744680855,,,
21,225,494,0.19899999999999998,0.12274468085106385,0.2752553191489361,,,
21,227,4810,0.147,0.09338297872340426,0.20061702127659573,,,
21,229,463,0.165,0.10185106382978722,0.2281489361702128,,,
21,231,1382,0.35700000000000004,0.23904255319148937,0.4749574468085107,,,
21,233,582,0.192,0.12051063829787236,0.26348936170212767,,,
21,235,3162,0.33299999999999996,0.2507872340425532,0.4152127659574467,,,
21,237,542,0.395,0.2603617021276595,0.5296382978723405,,,
21,239,731,0.127,0.08529787234042553,0.16870212765957449,,,
22,000,264541,0.252,0.24008510638297872,0.2639148936170213,,,
22,001,4484,0.315,0.22802127659574467,0.40197872340425533,,,
22,003,1174,0.23399999999999999,0.14940425531914897,0.318595744680851,,,
22,005,4292,0.127,0.08291489361702128,0.17108510638297872,,,
22,007,1073,0.267,0.16929787234042554,0.3647021276595745,,,
22,009,3371,0.373,0.2907872340425532,0.4552127659574468,,,
22,011,1795,0.195,0.13065957446808507,0.25934042553191494,,,
22,013,957,0.342,0.22642553191489362,0.45757446808510643,,,
22,015,5979,0.19,0.1387659574468085,0.2412340425531915,,,
22,017,16398,0.317,0.25027659574468086,0.38372340425531914,,,
22,019,12506,0.252,0.2031489361702128,0.3008510638297872,,,
22,021,583,0.29,0.18038297872340428,0.3996170212765957,,,
22,023,194,0.18600000000000003,0.11570212765957447,0.25629787234042556,,,
22,025,833,0.461,0.3358936170212766,0.5861063829787234,,,
22,027,974,0.375,0.24631914893617024,0.5036808510638298,,,
22,029,1407,0.34700000000000003,0.2135531914893617,0.48044680851063837,,,
22,031,1537,0.24,0.15540425531914892,0.32459574468085106,,,
22,033,24867,0.25,0.1951914893617021,0.3048085106382979,,,
22,035,707,0.528,0.3397446808510638,0.7162553191489363,,,
22,037,764,0.231,0.14402127659574468,0.31797872340425537,,,
22,039,2227,0.284,0.17319148936170214,0.3948085106382978,,,
22,041,1746,0.363,0.22717021276595745,0.49882978723404253,,,
22,043,1139,0.254,0.17417021276595746,0.33382978723404255,,,
22,045,5555,0.332,0.24382978723404258,0.42017021276595745,,,
22,047,1930,0.316,0.21710638297872342,0.4148936170212766,,,
22,049,848,0.27699999999999997,0.17572340425531918,0.37827659574468075,,,
22,051,21300,0.23199999999999998,0.18076595744680848,0.2832340425531915,,,
22,053,1813,0.231,0.1523617021276596,0.30963829787234043,,,
22,055,12655,0.213,0.16176595744680852,0.26423404255319144,,,
22,057,5444,0.257,0.19980851063829785,0.31419148936170216,,,
22,059,752,0.239,0.1627446808510638,0.3152553191489362,,,
22,061,2545,0.273,0.1788723404255319,0.36712765957446813,,,
22,063,6837,0.18100000000000002,0.1392978723404255,0.22270212765957453,,,
22,065,1087,0.48100000000000004,0.2975106382978724,0.6644893617021277,,,
22,067,2455,0.45,0.3344255319148936,0.5655744680851065,,,
22,069,2368,0.295,0.20087234042553195,0.38912765957446804,,,
22,071,22768,0.326,0.260468085106383,0.39153191489361705,,,
22,073,11146,0.294,0.23085106382978726,0.3571489361702127,,,
22,075,1041,0.195,0.12589361702127658,0.26410638297872346,,,
22,077,1167,0.278,0.17910638297872342,0.37689361702127666,,,
22,079,8009,0.259,0.19227659574468087,0.32572340425531915,,,
22,081,573,0.344,0.2236595744680851,0.46434042553191485,,,
22,083,1709,0.371,0.26019148936170217,0.4818085106382978,,,
22,085,1217,0.245,0.15206382978723404,0.33793617021276595,,,
